ID,user_id,Text,Label
124,user_u,"You are worthless.",offensive
125,user_v,"Tum ek dum pagal ho.",offensive
126,user_w,"Bhosdiwale, chup ho jaa.",offensive
127,user_x,"You're a total failure.",offensive
128,user_y,"Teri aukaat kya hai?",offensive
129,user_z,"Go die in a hole.",offensive
130,user_aa,"Tumhara face dekh ke ulti aati hai.",offensive
131,user_bb,"Tu kis kaam ka hai?",offensive
132,user_cc,"You are so useless.",offensive
133,user_dd,"Tum jhoote ho.",offensive
134,user_ee,"You're a pathetic excuse for a human.",offensive
135,user_ff,"You suck.",offensive
136,user_gg,"Tumhari gandi soch hai.",offensive
137,user_hh,"You're a disgrace.",offensive
138,user_ii,"Teri zabaan bohot gandi hai.",offensive
139,user_jj,"You make me sick.",offensive
140,user_a,"Teri maa ki chut.",offensive
141,user_kk,"I can't stand you.",offensive
142,user_ll,"Tum bilkul kharab ho.",offensive
143,user_mm,"You are a joke.",offensive
144,user_nn,"Teri maa ka bhosda.",offensive
145,user_oo,"You are so evil.",offensive
146,user_pp,"Tum ghatiya ho.",offensive
147,user_qq,"You are a bully.",offensive
148,user_rr,"Teri maa ko....",offensive
149,user_ss,"You are a total fraud.",offensive
150,user_tt,"Tum bilkul gawar ho.",offensive
151,user_uu,"Teri behen ki chut.",offensive
152,user_vv,"You're such a creep.",offensive
153,user_ww,"Tumhara dimag nahi hai.",offensive
154,user_xx,"You are a bastard.",offensive
155,user_yy,"Tu ek number ka ullu hai.",offensive
156,user_zz,"You're a fucking idiot.",offensive
157,user_aaa,"Teri aukaat to zero hai.",offensive
158,user_bbb,"Tumhe sharam nahi aati.",offensive
159,user_ccc,"You're a pathetic liar.",offensive
160,user_a,"Bhosdiwale chup ho jaa.",offensive
161,user_ddd,"You're a piece of shit.",offensive
162,user_eee,"Tumhara muh dekh ke man nahi karta.",offensive
163,user_fff,"You're a total weirdo.",offensive
164,user_ggg,"Teri behen ki chudai.",offensive
165,user_hhh,"You are a disgrace to your family.",offensive
166,user_iii,"Tum pagal ho gaye ho.",offensive
167,user_jjj,"You're a fucking moron.",offensive
168,user_kkk,"Teri maa ka.",offensive
169,user_lll,"You are so annoying, go away.",offensive
170,user_mmm,"Tum ek dum jahil ho.",offensive
171,user_nnn,"You're a disgusting person.",offensive
172,user_ooo,"Teri maa ki chut.",offensive
173,user_ppp,"You're such a loser.",offensive
174,user_qqq,"Tum bilkul bekar ho.",offensive
175,user_a,"I can't stand you anymore.",offensive
176,user_rrr,"You're so ugly.",offensive
177,user_sss,"Tum bilkul ghatiya insaan ho.",offensive
178,user_ttt,"You're a total failure.",offensive
179,user_uuu,"Teri maa ka.",offensive
180,user_vvv,"You're a monster.",offensive
181,user_www,"Tumhara dimag kharab hai.",offensive
182,user_xxx,"You're a fucking disgrace.",offensive
183,user_yyy,"Teri maa ki chut.",offensive
184,user_zzz,"You're a total imbecile.",offensive
185,user_abab,"Teri maa ka.",offensive
186,user_acac,"You are a worthless human being.",offensive
187,user_adad,"Tum bilkul bekar ho.",offensive
188,user_aeae,"You're a fucking idiot.",offensive
189,user_afaf,"Teri maa ka.",offensive
190,user_agag,"You're a pathetic coward.",offensive
191,user_ahah,"Tum bilkul ghatiya ho.",offensive
192,user_aiai,"You're a fucking loser.",offensive
193,user_ajaj,"Teri maa ki chut.",offensive
194,user_akak,"You are an absolute waste of life.",offensive
195,user_alal,"Tum bilkul bekar ho.",offensive
196,user_amam,"You're a fucking disgrace.",offensive
197,user_anan,"Teri maa ka.",offensive
198,user_aoao,"You're a disgusting piece of garbage.",offensive
199,user_apap,"Tum bilkul bekar ho.",offensive
200,user_aqaq,"You're a fucking moron.",offensive
201,user_arar,"Tu ek number ka ullu ka pattha hai.",offensive
202,user_asas,"You're a fucking idiot.",offensive
203,user_atat,"Teri maa ka.",offensive
204,user_auau,"You're a fucking retard.",offensive
205,user_avav,"Tum bilkul bekar ho.",offensive
206,user_awaw,"You're a fucking disgrace.",offensive
207,user_axax,"Teri maa ka.",offensive
208,user_ayay,"You're a disgusting piece of shit.",offensive
209,user_azaz,"Tum bilkul bekar ho.",offensive
210,user_baba,"You're a fucking moron.",offensive
211,user_baca,"Teri maa ka.",offensive
212,user_bada,"You're a pathetic excuse for a human.",offensive
213,user_baea,"Tum bilkul bekar ho.",offensive
214,user_bafa,"You're a fucking disgrace.",offensive
215,user_baga,"Teri maa ka.",offensive
216,user_baha,"You're a disgusting piece of garbage.",offensive
217,user_baia,"Tum bilkul bekar ho.",offensive
218,user_baja,"You're a fucking moron.",offensive
219,user_baca,"Teri maa ka.",offensive
220,user_bada,"You're a pathetic excuse for a human.",offensive
221,user_baea,"Tum bilkul bekar ho.",offensive
222,user_bafa,"You're a fucking disgrace.",offensive
223,user_baga,"Teri maa ka.",offensive
224,user_baha,"You're a disgusting piece of garbage.",offensive
225,user_baia,"Tum bilkul bekar ho.",offensive
226,user_baja,"You're a fucking moron.",offensive
227,user_baba,"Teri maa ka.",offensive
228,user_baca,"You're a pathetic excuse for a human.",offensive
229,user_bada,"Tum bilkul bekar ho.",offensive
230,user_baea,"You're a fucking disgrace.",offensive
231,user_bafa,"Teri maa ka.",offensive
232,user_baga,"You're a disgusting piece of garbage.",offensive
233,user_baha,"Tum bilkul bekar ho.",offensive
234,user_baia,"You're a fucking moron.",offensive
235,user_baja,"Teri maa ka.",offensive
236,user_baca,"You're a pathetic excuse for a human.",offensive
237,user_bada,"Tum bilkul bekar ho.",offensive
238,user_baea,"You're a fucking disgrace.",offensive
239,user_bafa,"Teri maa ka.",offensive
240,user_baga,"You're a disgusting piece of garbage.",offensive
241,user_baha,"Tum bilkul bekar ho.",offensive
242,user_baia,"You're a fucking moron.",offensive
243,user_baja,"Teri maa ka.",offensive
244,user_baba,"You're a pathetic excuse for a human.",offensive
245,user_baca,"Tum bilkul bekar ho.",offensive
246,user_bada,"You're a fucking disgrace.",offensive
247,user_baea,"Teri maa ka.",offensive
248,user_bafa,"You're a disgusting piece of garbage.",offensive
249,user_baga,"Tum bilkul bekar ho.",offensive
250,user_baha,"You're a fucking moron.",offensive
251,user_a,"All Muslims should be banned.",hate_speech
252,user_b,"These people are parasites on society.",hate_speech
253,user_a,"Auraton ko ghar pe rehna chahiye.",hate_speech
254,user_c,"These immigrants are a drain on our country.",hate_speech
255,user_d,"All gays should be locked up.",hate_speech
256,user_e,"These people are all terrorists.",hate_speech
257,user_f,"Black people are inferior.",hate_speech
258,user_g,"They should all go back to their own country.",hate_speech
259,user_h,"All Jews are greedy.",hate_speech
260,user_a,"Women belong in the kitchen.",hate_speech
261,user_i,"All of them should die.",hate_speech
262,user_j,"These minorities are ruining our culture.",hate_speech
263,user_k,"All transgenders are freaks.",hate_speech
264,user_l,"I hate all of them.",hate_speech
265,user_m,"All of them are a threat.",hate_speech
266,user_n,"These people are animals.",hate_speech
267,user_o,"They don't deserve to be here.",hate_speech
268,user_p,"All of them should be exterminated.",hate_speech
269,user_q,"This race is so stupid.",hate_speech
270,user_r,"I wish they would all just disappear.",hate_speech
271,user_a,"All of them are a disease.",hate_speech
272,user_s,"They are all disgusting.",hate_speech
273,user_t,"All of them are a plague on society.",hate_speech
274,user_u,"I hate their religion.",hate_speech
275,user_v,"They are all dirty.",hate_speech
276,user_w,"This community is sick.",hate_speech
277,user_x,"All of them are a cancer.",hate_speech
278,user_y,"They are all liars.",hate_speech
279,user_z,"I hate their culture.",hate_speech
280,user_aa,"All of them are a menace.",hate_speech
281,user_bb,"They are all criminals.",hate_speech
282,user_cc,"This group is so violent.",hate_speech
283,user_dd,"They all deserve to be punished.",hate_speech
284,user_ee,"I hate all of them with a passion.",hate_speech
285,user_ff,"They are all a mistake.",hate_speech
286,user_gg,"This community is worthless.",hate_speech
287,user_hh,"They are all a disgrace.",hate_speech
288,user_ii,"I want them all to suffer.",hate_speech
289,user_jj,"This group is so evil.",hate_speech
290,user_a,"All of them should be killed.",hate_speech
291,user_kk,"They are all a threat to our way of life.",hate_speech
292,user_ll,"This religion is so hateful.",hate_speech
293,user_mm,"They are all so ugly.",hate_speech
294,user_nn,"This race is so dumb.",hate_speech
295,user_oo,"They are all a burden.",hate_speech
296,user_pp,"This gender is so weak.",hate_speech
297,user_qq,"They are all so disgusting.",hate_speech
298,user_rr,"This culture is so barbaric.",hate_speech
299,user_ss,"They all deserve to be a slave.",hate_speech
300,user_tt,"This race should be wiped out.",hate_speech
301,user_a,"All Muslims are terrorists.",hate_speech
302,user_b,"These people are a plague.",hate_speech
303,user_c,"Auraton ko ghar pe rehna chahiye.",hate_speech
304,user_d,"All immigrants should be deported.",hate_speech
305,user_e,"All gays are a disease.",hate_speech
306,user_f,"These people are a threat.",hate_speech
307,user_g,"Black people are animals.",hate_speech
308,user_h,"They should all go back to where they came from.",hate_speech
309,user_i,"All Jews are evil.",hate_speech
310,user_j,"Women belong in the kitchen.",hate_speech
311,user_k,"All of them are a menace.",hate_speech
312,user_l,"These minorities are a cancer.",hate_speech
313,user_m,"All transgenders are a disgrace.",hate_speech
314,user_n,"I hate all of them.",hate_speech
315,user_o,"All of them are worthless.",hate_speech
316,user_p,"These people are all criminals.",hate_speech
317,user_q,"They don't deserve to be here.",hate_speech
318,user_r,"All of them should be punished.",hate_speech
319,user_s,"This race is so violent.",hate_speech
320,user_t,"I wish they would all just die.",hate_speech
321,user_a,"All of them are a disease.",hate_speech
322,user_u,"They are all disgusting.",hate_speech
323,user_v,"All of them are a plague on society.",hate_speech
324,user_w,"I hate their religion.",hate_speech
325,user_x,"They are all dirty.",hate_speech
326,user_y,"This community is sick.",hate_speech
327,user_z,"All of them are a cancer.",hate_speech
328,user_aa,"They are all liars.",hate_speech
329,user_bb,"I hate their culture.",hate_speech
330,user_cc,"All of them are a menace.",hate_speech
331,user_dd,"They are all criminals.",hate_speech
332,user_ee,"This group is so violent.",hate_speech
333,user_ff,"They all deserve to be punished.",hate_speech
334,user_gg,"I hate all of them with a passion.",hate_speech
335,user_hh,"They are all a mistake.",hate_speech
336,user_ii,"This community is worthless.",hate_speech
337,user_jj,"They are all a disgrace.",hate_speech
338,user_kk,"I want them all to suffer.",hate_speech
339,user_ll,"This group is so evil.",hate_speech
340,user_a,"All of them should be killed.",hate_speech
341,user_mm,"They are all a threat to our way of life.",hate_speech
342,user_nn,"This religion is so hateful.",hate_speech
343,user_oo,"They are all so ugly.",hate_speech
344,user_pp,"This race is so dumb.",hate_speech
345,user_qq,"They are all a burden.",hate_speech
346,user_rr,"This gender is so weak.",hate_speech
347,user_ss,"They are all so disgusting.",hate_speech
348,user_tt,"This culture is so barbaric.",hate_speech
349,user_uu,"They all deserve to be a slave.",hate_speech
350,user_vv,"This race should be wiped out.",hate_speech
351,user_a,"All Muslims are terrorists.",hate_speech
352,user_b,"These people are a plague.",hate_speech
353,user_c,"Auraton ko ghar pe rehna chahiye.",hate_speech
354,user_d,"All immigrants should be deported.",hate_speech
355,user_e,"All gays are a disease.",hate_speech
356,user_f,"These people are a threat.",hate_speech
357,user_g,"Black people are animals.",hate_speech
358,user_h,"They should all go back to where they came from.",hate_speech
359,user_i,"All Jews are evil.",hate_speech
360,user_j,"Women belong in the kitchen.",hate_speech
361,user_k,"All of them are a menace.",hate_speech
362,user_l,"These minorities are a cancer.",hate_speech
363,user_m,"All transgenders are a disgrace.",hate_speech
364,user_n,"I hate all of them.",hate_speech
365,user_o,"All of them are worthless.",hate_speech
366,user_p,"These people are all criminals.",hate_speech
367,user_q,"They don't deserve to be here.",hate_speech
368,user_r,"All of them should be punished.",hate_speech
369,user_s,"This race is so violent.",hate_speech
370,user_t,"I wish they would all just die.",hate_speech
371,user_a,"All of them are a disease.",hate_speech
372,user_u,"They are all disgusting.",hate_speech
373,user_v,"All of them are a plague on society.",hate_speech
374,user_w,"I hate their religion.",hate_speech
375,user_x,"They are all dirty.",hate_speech
376,user_y,"This community is sick.",hate_speech
377,user_z,"All of them are a cancer.",hate_speech
378,user_aa,"They are all liars.",hate_speech
379,user_bb,"I hate their culture.",hate_speech
380,user_cc,"All of them are a menace.",hate_speech
381,user_dd,"They are all criminals.",hate_speech
382,user_ee,"This group is so violent.",hate_speech
383,user_ff,"They all deserve to be punished.",hate_speech
384,user_gg,"I hate all of them with a passion.",hate_speech
385,user_hh,"They are all a mistake.",hate_speech
386,user_ii,"This community is worthless.",hate_speech
387,user_jj,"They are all a disgrace.",hate_speech
388,user_kk,"I want them all to suffer.",hate_speech
389,user_ll,"This group is so evil.",hate_speech
390,user_a,"All of them should be killed.",hate_speech
391,user_mm,"They are all a threat to our way of life.",hate_speech
392,user_nn,"This religion is so hateful.",hate_speech
393,user_oo,"They are all so ugly.",hate_speech
394,user_pp,"This race is so dumb.",hate_speech
395,user_qq,"They are all a burden.",hate_speech
396,user_rr,"This gender is so weak.",hate_speech
397,user_ss,"They are all so disgusting.",hate_speech
398,user_tt,"This culture is so barbaric.",hate_speech
399,user_uu,"They all deserve to be a slave.",hate_speech
400,user_vv,"This race should be wiped out.",hate_speech
401,user_a,"All Muslims are terrorists.",hate_speech
402,user_b,"These people are a plague.",hate_speech
403,user_c,"Auraton ko ghar pe rehna chahiye.",hate_speech
404,user_d,"All immigrants should be deported.",hate_speech
405,user_e,"All gays are a disease.",hate_speech
406,user_f,"These people are a threat.",hate_speech
407,user_g,"Black people are animals.",hate_speech
408,user_h,"They should all go back to where they came from.",hate_speech
409,user_i,"All Jews are evil.",hate_speech
410,user_j,"Women belong in the kitchen.",hate_speech
411,user_k,"All of them are a menace.",hate_speech
412,user_l,"These minorities are a cancer.",hate_speech
413,user_m,"All transgenders are a disgrace.",hate_speech
414,user_n,"I hate all of them.",hate_speech
415,user_o,"All of them are worthless.",hate_speech
416,user_p,"These people are all criminals.",hate_speech
417,user_q,"They don't deserve to be here.",hate_speech
418,user_r,"All of them should be punished.",hate_speech
419,user_s,"This race is so violent.",hate_speech
420,user_t,"I wish they would all just die.",hate_speech
421,user_a,"All of them are a disease.",hate_speech
422,user_u,"They are all disgusting.",hate_speech
423,user_v,"All of them are a plague on society.",hate_speech
424,user_w,"I hate their religion.",hate_speech
425,user_x,"They are all dirty.",hate_speech
426,user_y,"This community is sick.",hate_speech
427,user_z,"All of them are a cancer.",hate_speech
428,user_aa,"They are all liars.",hate_speech
429,user_bb,"I hate their culture.",hate_speech
430,user_cc,"All of them are a menace.",hate_speech
431,user_dd,"They are all criminals.",hate_speech
432,user_ee,"This group is so violent.",hate_speech
433,user_ff,"They all deserve to be punished.",hate_speech
434,user_gg,"I hate all of them with a passion.",hate_speech
435,user_hh,"They are all a mistake.",hate_speech
436,user_ii,"This community is worthless.",hate_speech
437,user_jj,"They are all a disgrace.",hate_speech
438,user_kk,"I want them all to suffer.",hate_speech
439,user_ll,"This group is so evil.",hate_speech
440,user_a,"All of them should be killed.",hate_speech
441,user_mm,"They are all a threat to our way of life.",hate_speech
442,user_nn,"This religion is so hateful.",hate_speech
443,user_oo,"They are all so ugly.",hate_speech
444,user_pp,"This race is so dumb.",hate_speech
445,user_qq,"They are all a burden.",hate_speech
446,user_rr,"This gender is so weak.",hate_speech
447,user_ss,"They are all so disgusting.",hate_speech
448,user_tt,"This culture is so barbaric.",hate_speech
449,user_uu,"They all deserve to be a slave.",hate_speech
450,user_vv,"This race should be wiped out.",hate_speech
451,user_a,"All Muslims are terrorists.",hate_speech
452,user_b,"These people are a plague.",hate_speech
453,user_c,"Auraton ko ghar pe rehna chahiye.",hate_speech
454,user_d,"All immigrants should be deported.",hate_speech
455,user_e,"All gays are a disease.",hate_speech
456,user_f,"These people are a threat.",hate_speech
457,user_g,"Black people are animals.",hate_speech
458,user_h,"They should all go back to where they came from.",hate_speech
459,user_i,"All Jews are evil.",hate_speech
460,user_j,"Women belong in the kitchen.",hate_speech
461,user_k,"All of them are a menace.",hate_speech
462,user_l,"These minorities are a cancer.",hate_speech
463,user_m,"All transgenders are a disgrace.",hate_speech
464,user_n,"I hate all of them.",hate_speech
465,user_o,"All of them are worthless.",hate_speech
466,user_p,"These people are all criminals.",hate_speech
467,user_q,"They don't deserve to be here.",hate_speech
468,user_r,"All of them should be punished.",hate_speech
469,user_s,"This race is so violent.",hate_speech
470,user_t,"I wish they would all just die.",hate_speech
471,user_a,"All of them are a disease.",hate_speech
472,user_u,"They are all disgusting.",hate_speech
473,user_v,"All of them are a plague on society.",hate_speech
474,user_w,"I hate their religion.",hate_speech
475,user_x,"They are all dirty.",hate_speech
476,user_y,"This community is sick.",hate_speech
477,user_z,"All of them are a cancer.",hate_speech
478,user_aa,"They are all liars.",hate_speech
479,user_bb,"I hate their culture.",hate_speech
480,user_cc,"All of them are a menace.",hate_speech
481,user_dd,"They are all criminals.",hate_speech
482,user_ee,"This group is so violent.",hate_speech
483,user_ff,"They all deserve to be punished.",hate_speech
484,user_gg,"I hate all of them with a passion.",hate_speech
485,user_hh,"They are all a mistake.",hate_speech
486,user_ii,"This community is worthless.",hate_speech
487,user_jj,"They are all a disgrace.",hate_speech
488,user_kk,"I want them all to suffer.",hate_speech
489,user_ll,"This group is so evil.",hate_speech
490,user_a,"All of them should be killed.",hate_speech
491,user_mm,"They are all a threat to our way of life.",hate_speech
492,user_nn,"This religion is so hateful.",hate_speech
493,user_oo,"They are all so ugly.",hate_speech
494,user_pp,"This race is so dumb.",hate_speech
495,user_qq,"They are all a burden.",hate_speech
496,user_rr,"This gender is so weak.",hate_speech
497,user_ss,"They are all so disgusting.",hate_speech
498,user_tt,"This culture is so barbaric.",hate_speech
499,user_uu,"They all deserve to be a slave.",hate_speech
500,user_vv,"This race should be wiped out.",hate_speech
501,user_a,"This video is so helpful, thank you!",safe
502,user_b,"Tum bohot creative ho.",safe
503,user_c,"I'm so proud of your hard work.",safe
504,user_d,"Kya baat hai, bohot khoob!",safe
505,user_e,"You are a fantastic human being.",safe
506,user_f,"You made my day better.",safe
507,user_g,"This is a great conversation.",safe
508,user_h,"Tumhara style bohot achha hai.",safe
509,user_i,"Love your positive energy!",safe
510,user_j,"This is so heartwarming.",safe
511,user_k,"Tum bohot achha karte ho.",safe
512,user_l,"I admire your dedication.",safe
513,user_m,"Tum bohot sweet ho.",safe
514,user_n,"This is inspiring, thank you.",safe
515,user_o,"You deserve all the success.",safe
516,user_p,"Kya haal hai?",safe
517,user_q,"You're a lifesaver.",safe
518,user_r,"I believe in you.",safe
519,user_s,"Bohot badiya laga sunkar.",safe
520,user_t,"You have a good heart.",safe
521,user_u,"This is so relaxing.",safe
522,user_v,"You are a true inspiration.",safe
523,user_w,"You're a genius!",safe
524,user_x,"This is perfect.",safe
525,user_y,"You're so kind.",safe
526,user_z,"Nice picture!",safe
527,user_aa,"Tum bohot funny ho.",safe
528,user_bb,"This is a great idea.",safe
529,user_cc,"You're so trustworthy.",safe
530,user_dd,"Keep shining!",safe
531,user_ee,"This is a valuable lesson.",safe
532,user_ff,"You are so brave.",safe
533,user_gg,"I am so happy for you.",safe
534,user_hh,"You're so polite.",safe
535,user_ii,"I am so grateful for you.",safe
536,user_jj,"This is so thoughtful.",safe
537,user_kk,"You're so smart.",safe
538,user_ll,"I can always count on you.",safe
539,user_mm,"You're so graceful.",safe
540,user_nn,"This is a happy day.",safe
541,user_oo,"You have a good sense of humor.",safe
542,user_pp,"This is so cool.",safe
543,user_qq,"You're so humble.",safe
544,user_rr,"You are an amazing person.",safe
545,user_ss,"Tum ekdum sahi ho.",safe
546,user_tt,"This is great news!",safe
547,user_uu,"So happy we're friends.",safe
548,user_vv,"You have a beautiful smile.",safe
549,user_ww,"This is peaceful.",safe
550,user_xx,"You are so kind-hearted.",safe
551,user_yy,"You are a blessing.",safe
552,user_zz,"This is so exciting.",safe
553,user_aaa,"Tumhara style bohot achha hai.",safe
554,user_bbb,"This is a wonderful surprise.",safe
555,user_ccc,"You're so dependable.",safe
556,user_ddd,"You are a great role model.",safe
557,user_eee,"This is the best.",safe
558,user_fff,"You're so honest.",safe
559,user_ggg,"I appreciate your opinion.",safe
560,user_hhh,"You are a great listener.",safe
561,user_iii,"You're a true inspiration.",safe
562,user_jjj,"This is so powerful.",safe
563,user_kkk,"You're so creative.",safe
564,user_lll,"This is fantastic.",safe
565,user_mmm,"I love your creativity.",safe
566,user_nnn,"You are so genuine.",safe
567,user_ooo,"You have a big heart.",safe
568,user_ppp,"You're so lovable.",safe
569,user_qqq,"I'm so lucky to have you.",safe
570,user_rrr,"You're so thoughtful.",safe
571,user_sss,"This is a great memory.",safe
572,user_ttt,"You're so cool.",safe
573,user_uuu,"This is so satisfying.",safe
574,user_vvv,"You are the best.",safe
575,user_www,"Keep smiling.",safe
576,user_xxx,"You're so optimistic.",safe
577,user_yyy,"You're so amazing.",safe
578,user_zzz,"I admire your work.",safe
579,user_a,"Teri maa ki chut.",offensive
580,user_b,"Tum bilkul chutiye ho.",offensive
581,user_c,"Tu ek number ka ghatiya insaan hai.",offensive
582,user_d,"Saala, kuch nahi aata tujhe.",offensive
583,user_e,"Teri shakal dekh ke gussa aata hai.",offensive
584,user_f,"Tum pagal ho kya?",offensive
585,user_g,"Bhenchod, kya bakwas kar raha hai?",offensive
586,user_h,"Stop talking, you idiot.",offensive
587,user_i,"You are so annoying.",offensive
588,user_j,"I hate your guts.",offensive
589,user_k,"Bakwas band kar apni.",offensive
590,user_l,"Tum bilkul nalayak ho.",offensive
591,user_m,"Get lost, loser.",offensive
592,user_n,"Teri soch bohot chhoti hai.",offensive
593,user_o,"You are such a piece of trash.",offensive
594,user_p,"Tum ekdum bekar ho.",offensive
595,user_q,"Shut up, madarchod.",offensive
596,user_r,"Tu bohot irritating hai.",offensive
597,user_s,"Teri awaaz sunke kaan dard hote hai.",offensive
598,user_t,"You are a waste of space.",offensive
599,user_u,"Kya pagalpan kar raha hai?",offensive
600,user_v,"You are so dumb.",offensive
601,user_w,"Tujhe sharam nahi aati?",offensive
602,user_x,"You are worthless.",offensive
603,user_y,"Tum ek dum pagal ho.",offensive
604,user_z,"Bhosdiwale, chup ho jaa.",offensive
605,user_aa,"You're a total failure.",offensive
606,user_bb,"Teri aukaat kya hai?",offensive
607,user_cc,"Go die in a hole.",offensive
608,user_dd,"Tumhara face dekh ke ulti aati hai.",offensive
609,user_ee,"Tu kis kaam ka hai?",offensive
610,user_ff,"You are so useless.",offensive
611,user_gg,"Tum jhoote ho.",offensive
612,user_hh,"You're a pathetic excuse for a human.",offensive
613,user_ii,"You suck.",offensive
614,user_jj,"Tumhari gandi soch hai.",offensive
615,user_kk,"You're a disgrace.",offensive
616,user_ll,"Teri zabaan bohot gandi hai.",offensive
617,user_mm,"You make me sick.",offensive
618,user_nn,"Teri maa ki chut.",offensive
619,user_oo,"I can't stand you.",offensive
